x,y,z,old_flag,new_flag
88.39,138.55,0.0,0,0
88.39,139.6,0.0,0,0
88.39,140.6,0.0,0,0
88.39,141.84,0.0,0,0
88.39,141.84,0.0,0,0
88.39,142.84,0.0,0,0
88.39,143.84,0.0,0,0
88.39,144.84,0.0,0,0
88.39,145.84,0.0,0,0
88.39,146.84,0.0,0,0
88.39,147.84,0.0,0,0
88.39,148.84,0.0,0,0
88.39,149.84,0.0,0,0
88.39,150.84,0.0,0,0
88.39,151.84,0.0,0,0
88.39,152.84,0.0,0,0
88.39,153.84,0.0,0,0
88.39,154.84,0.0,0,0
88.39,155.84,0.0,0,0
88.39,156.84,0.0,0,0
88.39,157.84,0.0,0,0
88.39,158.84,0.0,0,0
88.39,159.84,0.0,0,0
88.39,160.84,0.0,0,0
88.39,161.84,0.0,0,0
88.39,162.84,0.0,0,0
88.39,163.84,0.0,0,0
88.4,164.84,0.0,0,0
88.4,165.84,0.0,0,0
88.4,166.84,0.0,0,0
88.4,167.84,0.0,0,0
88.4,168.84,0.0,0,0
88.4,169.84,0.0,0,0
88.4,170.84,0.0,0,0
88.4,171.84,0.0,0,0
88.4,172.84,0.0,0,0
88.4,173.84,0.0,0,0
88.4,174.84,0.0,0,0
88.4,175.84,0.0,0,0
88.4,176.84,0.0,0,0
88.4,177.84,0.0,0,0
88.4,178.84,0.0,0,0
88.4,179.84,0.0,0,0
88.4,180.84,0.0,0,0
88.4,181.84,0.0,0,0
88.4,182.84,0.0,0,0
88.4,183.84,0.0,0,0
88.4,184.84,0.0,0,0
88.4,186.33,0.0,0,0
88.4,186.33,0.0,0,0
88.4,187.33,0.0,0,0
88.4,188.33,0.0,0,0
88.4,189.33,0.0,0,0
88.4,190.33,0.0,0,0
88.4,191.33,0.0,0,0
88.4,192.33,0.0,0,0
88.4,193.33,0.0,0,0
88.4,194.33,0.0,0,0
88.4,195.33,0.0,0,0
88.4,196.33,0.0,0,0
88.4,197.33,0.0,0,0
88.4,198.33,0.0,0,0
88.4,199.33,0.0,0,0
88.4,200.33,0.0,0,0
88.4,201.33,0.0,0,0
88.4,202.33,0.0,0,0
88.4,203.33,0.0,0,0
88.4,204.33,0.0,0,0
88.4,205.33,0.0,0,0
88.4,206.33,0.0,0,0
88.4,208.33,0.0,0,0
88.4,208.33,0.0,0,0
88.4,209.33,0.0,0,0
88.4,210.33,0.0,0,0
88.4,211.33,0.0,0,0
88.4,212.33,0.0,0,0
88.4,213.33,0.0,0,0
88.4,214.33,0.0,0,0
88.4,215.33,0.0,0,0
88.4,216.33,0.0,0,0
88.4,217.33,0.0,0,0
88.4,218.33,0.0,0,0
88.4,219.33,0.0,0,0
88.4,220.33,0.0,0,0
88.4,221.33,0.0,0,0
88.4,222.33,0.0,0,0
88.4,223.33,0.0,0,0
88.4,224.33,0.0,0,0
88.4,225.33,0.0,0,0
88.4,226.33,0.0,0,0
88.4,227.33,0.0,0,0
88.4,228.33,0.0,0,0
88.4,229.33,0.0,0,0
88.41,230.33,0.0,0,0
88.41,231.33,0.0,0,0
88.41,232.33,0.0,0,0
88.41,233.33,0.0,0,0
88.41,234.33,0.0,0,0
88.41,235.33,0.0,0,0
88.41,236.33,0.0,0,0
88.41,237.33,0.0,0,0
88.41,238.33,0.0,0,0
88.41,239.33,0.0,0,0
88.41,240.33,0.0,0,0
88.41,241.33,0.0,0,0
88.41,242.33,0.0,0,0
88.41,243.33,0.0,0,0
88.41,244.33,0.0,0,0
88.41,245.33,0.0,0,0
88.41,246.33,0.0,0,0
88.41,247.33,0.0,0,0
88.41,248.33,0.0,0,0
88.41,249.33,0.0,0,0
88.41,250.33,0.0,0,0
88.41,251.33,0.0,0,0
88.41,252.33,0.0,0,0
88.41,253.33,0.0,0,0
88.41,254.33,0.0,0,0
88.41,255.33,0.0,0,0
88.41,256.33,0.0,0,0
88.41,257.33,0.0,0,0
88.41,258.33,0.0,0,0
88.41,259.33,0.0,0,0
88.41,260.33,0.0,0,0
88.41,261.33,0.0,0,0
88.41,262.33,0.0,0,0
88.41,263.33,0.0,0,0
88.41,264.33,0.0,0,0
88.41,265.33,0.0,0,0
88.41,266.33,0.0,0,0
88.41,267.33,0.0,0,0
88.41,268.33,0.0,0,0
88.41,269.33,0.0,0,0
88.41,270.33,0.0,0,0
88.41,271.33,0.0,0,0
88.41,272.33,0.0,0,0
88.41,273.33,0.0,0,0
88.41,274.33,0.0,0,0
88.41,275.33,0.0,0,0
88.41,276.33,0.0,0,0
88.41,277.33,0.0,0,0
88.41,278.33,0.0,0,0
88.41,279.33,0.0,0,0
88.41,280.33,0.0,0,0
88.41,281.33,0.0,0,0
88.41,282.33,0.0,0,0
88.41,283.33,0.0,0,0
88.41,284.33,0.0,0,0
88.41,285.33,0.0,0,0
88.41,286.33,0.0,0,0
88.41,287.33,0.0,0,0
88.41,288.33,0.0,0,0
88.41,289.33,0.0,0,0
88.41,290.33,0.0,0,0
88.41,291.33,0.0,0,0
88.41,292.33,0.0,0,0
88.41,293.33,0.0,0,0
88.41,294.33,0.0,0,0
88.41,295.33,0.0,0,0
88.42,296.33,0.0,0,0
88.42,297.33,0.0,0,0
88.42,298.33,0.0,0,0
88.42,299.33,0.0,0,0
88.42,300.33,0.0,0,0
88.42,301.33,0.0,0,0
88.42,302.33,0.0,0,0
88.42,303.33,0.0,0,0
88.42,304.33,0.0,0,0
88.42,305.33,0.0,0,0
88.42,306.33,0.0,0,0
88.42,307.33,0.0,0,0
88.42,308.33,0.0,0,0
88.42,309.33,0.0,0,0
88.42,310.33,0.0,0,0
88.42,311.33,0.0,0,0
88.42,312.33,0.0,0,0
88.42,313.33,0.0,0,0
88.42,314.33,0.0,0,0
88.42,315.33,0.0,0,0
88.42,317.3,0.0,0,0
88.42,317.3,0.0,0,0
88.45,318.44,0.0,0,0
88.59,319.61,0.0,0,0
88.83,320.77,0.0,0,0
89.18,321.9,0.0,0,0
89.62,322.99,0.0,0,0
90.16,324.04,0.0,0,0
90.79,325.03,0.0,0,0
91.51,325.97,0.0,0,0
92.31,326.83,0.0,0,0
93.19,327.63,0.0,0,0
94.13,328.34,0.0,0,0
95.14,328.96,0.0,0,0
96.2,329.48,0.0,0,0
97.3,329.91,0.0,0,0
98.43,330.24,0.0,0,0
99.6,330.46,0.0,0,0
101.62,330.59,0.0,0,1
101.62,330.59,0.0,0,1
102.62,330.59,0.0,0,1
103.62,330.59,0.0,0,1
104.62,330.59,0.0,0,1
105.62,330.59,0.0,0,1
106.62,330.59,0.0,0,1
107.62,330.59,0.0,0,1
108.62,330.59,0.0,0,1
109.62,330.59,0.0,0,1
110.62,330.59,0.0,0,1
111.62,330.59,0.0,0,1
112.62,330.59,0.0,0,1
113.62,330.59,0.0,0,1
114.62,330.59,0.0,0,1
115.62,330.59,0.0,0,1
116.62,330.59,0.0,0,1
117.62,330.59,0.0,0,1
118.62,330.59,0.0,0,1
119.62,330.59,0.0,0,1
120.62,330.59,0.0,0,1
121.62,330.59,0.0,0,1
122.62,330.59,0.0,0,1
123.62,330.59,0.0,0,1
124.62,330.59,0.0,0,1
125.62,330.59,0.0,0,1
126.62,330.59,0.0,0,1
127.62,330.59,0.0,0,1
128.62,330.59,0.0,0,1
129.62,330.59,0.0,0,1
130.62,330.59,0.0,0,1
131.62,330.59,0.0,0,1
132.62,330.59,0.0,0,1
133.62,330.59,0.0,0,1
134.62,330.59,0.0,0,1
135.62,330.59,0.0,0,1
136.62,330.59,0.0,0,1
137.62,330.59,0.0,0,1
138.62,330.59,0.0,0,1
139.62,330.59,0.0,0,1
140.62,330.59,0.0,0,1
141.62,330.59,0.0,0,1
142.62,330.59,0.0,0,1
143.62,330.59,0.0,0,1
144.62,330.59,0.0,0,1
145.62,330.59,0.0,0,1
146.62,330.59,0.0,0,1
147.62,330.59,0.0,0,1
148.62,330.59,0.0,0,1
149.62,330.59,0.0,0,1
150.62,330.6,0.0,0,1
151.62,330.6,0.0,0,1
152.62,330.6,0.0,0,1
153.62,330.6,0.0,0,1
154.62,330.6,0.0,0,1
155.62,330.6,0.0,0,1
156.62,330.6,0.0,0,1
157.62,330.6,0.0,0,1
158.62,330.6,0.0,0,1
159.62,330.6,0.0,0,1
160.62,330.6,0.0,0,1
162.121735,330.46767,0.0,1,1
163.190511,330.439482,0.0,0,1
164.26237,330.40633,0.0,0,1
165.336008,330.36749,0.0,0,1
166.409755,330.322124,0.0,0,1
167.481529,330.269248,0.0,0,1
168.548759,330.207689,0.0,0,1
169.608257,330.13604,0.0,0,1
170.656021,330.05262,0.0,0,1
171.68689,329.955485,0.0,0,1
172.693997,329.842588,0.0,0,1
173.667978,329.712356,0.0,0,1
174.596091,329.565209,0.0,0,1
175.462198,329.406946,0.0,0,1
176.250486,329.254426,0.0,0,1
177.610788,329.101405,0.0,0,1
178.265585,329.144511,0.0,0,1
178.976825,329.262442,0.0,0,1
179.769817,329.416251,0.0,0,1
180.640014,329.574446,0.0,0,1
181.571325,329.720919,0.0,0,1
182.547713,329.850295,0.0,0,1
183.556609,329.962335,0.0,0,1
184.58879,330.058679,0.0,0,1
185.637492,330.141386,0.0,0,1
186.697624,330.212398,0.0,0,1
187.765235,330.273386,0.0,0,1
188.83718,330.32575,0.0,0,1
189.91092,330.370655,0.0,0,1
190.984404,330.40908,0.0,0,1
192.055992,330.441858,0.0,0,1
193.62,330.6,0.0,0,1
194.62,330.6,0.0,0,1
195.62,330.6,0.0,0,1
196.62,330.6,0.0,0,1
197.62,330.6,0.0,0,1
198.62,330.6,0.0,0,1
199.62,330.6,0.0,0,1
200.62,330.6,0.0,0,1
201.62,330.6,0.0,0,1
202.62,330.6,0.0,0,1
203.62,330.6,0.0,0,1
204.62,330.6,0.0,0,1
205.62,330.6,0.0,0,1
206.62,330.6,0.0,0,1
207.62,330.6,0.0,0,1
208.62,330.6,0.0,0,1
209.62,330.6,0.0,0,1
210.62,330.6,0.0,0,1
211.62,330.6,0.0,0,1
212.62,330.6,0.0,0,1
213.62,330.6,0.0,0,1
214.62,330.6,0.0,0,1
215.62,330.6,0.0,0,1
216.62,330.6,0.0,0,1
217.62,330.6,0.0,0,1
218.62,330.6,0.0,0,1
219.62,330.6,0.0,0,1
220.62,330.6,0.0,0,1
221.62,330.6,0.0,0,1
222.62,330.6,0.0,0,1
223.62,330.6,0.0,0,1
224.62,330.6,0.0,0,1
225.62,330.6,0.0,0,1
226.62,330.6,0.0,0,1
227.62,330.6,0.0,0,1
228.62,330.6,0.0,0,1
229.62,330.6,0.0,0,1
230.62,330.6,0.0,0,1
231.62,330.6,0.0,0,1
232.62,330.6,0.0,0,1
233.62,330.6,0.0,0,1
234.62,330.6,0.0,0,1
235.62,330.6,0.0,0,1
236.62,330.6,0.0,0,1
237.62,330.6,0.0,0,1
238.62,330.6,0.0,0,1
239.62,330.6,0.0,0,1
240.62,330.6,0.0,0,1
241.62,330.6,0.0,0,1
242.62,330.6,0.0,0,1
243.62,330.6,0.0,0,1
244.62,330.61,0.0,0,1
245.62,330.61,0.0,0,1
246.62,330.61,0.0,0,1
247.62,330.61,0.0,0,1
248.62,330.61,0.0,0,1
249.62,330.61,0.0,0,1
250.62,330.61,0.0,0,1
251.62,330.61,0.0,0,1
252.62,330.61,0.0,0,1
253.62,330.61,0.0,0,1
254.62,330.61,0.0,0,1
255.62,330.61,0.0,0,1
256.62,330.61,0.0,0,1
257.62,330.61,0.0,0,1
258.62,330.61,0.0,0,1
259.62,330.61,0.0,0,1
260.62,330.61,0.0,0,1
261.62,330.61,0.0,0,1
262.62,330.61,0.0,0,1
263.62,330.61,0.0,0,1
264.62,330.61,0.0,0,1
265.62,330.61,0.0,0,1
266.62,330.61,0.0,0,1
267.62,330.61,0.0,0,1
268.62,330.61,0.0,0,1
269.62,330.61,0.0,0,1
270.62,330.61,0.0,0,1
271.62,330.61,0.0,0,1
272.62,330.61,0.0,0,1
273.62,330.61,0.0,0,1
274.62,330.61,0.0,0,1
275.62,330.61,0.0,0,1
276.62,330.61,0.0,0,1
277.62,330.61,0.0,0,1
278.62,330.61,0.0,0,1
279.62,330.61,0.0,0,1
280.62,330.61,0.0,0,1
281.62,330.61,0.0,0,1
282.62,330.61,0.0,0,1
283.62,330.61,0.0,0,1
284.62,330.61,0.0,0,1
285.62,330.61,0.0,0,1
286.62,330.61,0.0,0,1
287.62,330.61,0.0,0,1
288.62,330.61,0.0,0,1
289.62,330.61,0.0,0,1
290.62,330.61,0.0,0,1
291.62,330.61,0.0,0,1
292.62,330.61,0.0,0,1
293.62,330.61,0.0,0,1
294.62,330.61,0.0,0,1
295.62,330.61,0.0,0,1
296.62,330.61,0.0,0,1
297.62,330.61,0.0,0,1
298.62,330.61,0.0,0,1
299.62,330.61,0.0,0,1
300.62,330.61,0.0,0,1
301.62,330.61,0.0,0,1
302.62,330.61,0.0,0,1
303.62,330.61,0.0,0,1
304.62,330.61,0.0,0,1
305.62,330.61,0.0,0,1
306.62,330.61,0.0,0,1
307.62,330.61,0.0,0,1
308.62,330.61,0.0,0,1
309.62,330.61,0.0,0,1
310.62,330.61,0.0,0,1
311.62,330.61,0.0,0,1
312.62,330.61,0.0,0,1
313.62,330.61,0.0,0,1
314.62,330.61,0.0,0,1
315.62,330.61,0.0,0,1
316.62,330.61,0.0,0,1
317.62,330.61,0.0,0,1
318.62,330.61,0.0,0,1
319.62,330.61,0.0,0,1
320.62,330.61,0.0,0,1
321.62,330.61,0.0,0,1
322.62,330.61,0.0,0,1
323.62,330.61,0.0,0,1
324.62,330.61,0.0,0,1
325.72,330.61,0.0,0,0
325.72,330.61,0.0,0,0
326.72,330.61,0.0,0,0
327.72,330.61,0.0,0,0
328.73,330.61,0.0,0,0
329.98,330.52,0.0,0,0
331.21,330.28,0.0,0,0
332.4,329.88,0.0,0,0
333.53,329.33,0.0,0,0
334.58,328.65,0.0,0,0
335.53,327.83,0.0,0,0
336.37,326.91,0.0,0,0
337.09,325.91,0.0,0,0
337.68,324.83,0.0,0,0
338.14,323.69,0.0,0,0
338.47,322.5,0.0,0,0
338.66,321.28,0.0,0,0
338.71,320.09,0.0,0,0
338.71,319.09,0.0,0,0
338.71,317.45,0.0,0,0
338.71,317.45,0.0,0,0
338.71,316.45,0.0,0,0
338.71,315.45,0.0,0,0
338.71,314.45,0.0,0,0
338.71,313.45,0.0,0,0
338.71,312.45,0.0,0,0
338.71,311.45,0.0,0,0
338.71,310.45,0.0,0,0
338.71,309.45,0.0,0,0
338.71,308.45,0.0,0,0
338.71,307.45,0.0,0,0
338.71,306.45,0.0,0,0
338.72,305.45,0.0,0,0
338.72,304.45,0.0,0,0
338.72,303.45,0.0,0,0
338.72,302.45,0.0,0,0
338.72,301.45,0.0,0,0
338.72,300.45,0.0,0,0
338.72,299.45,0.0,0,0
338.72,298.45,0.0,0,0
338.72,297.45,0.0,0,0
338.72,296.45,0.0,0,0
338.72,295.45,0.0,0,0
338.72,294.45,0.0,0,0
338.72,293.45,0.0,0,0
338.72,292.45,0.0,0,0
338.72,291.45,0.0,0,0
338.72,290.45,0.0,0,0
338.73,289.45,0.0,0,0
338.73,288.45,0.0,0,0
338.73,287.45,0.0,0,0
338.73,286.45,0.0,0,0
338.73,285.45,0.0,0,0
338.73,284.45,0.0,0,0
338.73,283.45,0.0,0,0
338.73,282.45,0.0,0,0
338.73,281.45,0.0,0,0
338.73,280.45,0.0,0,0
338.73,279.45,0.0,0,0
338.73,278.45,0.0,0,0
338.73,277.45,0.0,0,0
338.73,276.45,0.0,0,0
338.73,275.45,0.0,0,0
338.73,274.45,0.0,0,0
338.73,273.45,0.0,0,0
338.74,272.45,0.0,0,0
338.74,271.45,0.0,0,0
338.74,270.45,0.0,0,0
338.74,269.45,0.0,0,0
338.74,268.45,0.0,0,0
338.74,267.45,0.0,0,0
338.74,266.45,0.0,0,0
338.74,265.45,0.0,0,0
338.74,264.45,0.0,0,0
338.74,263.45,0.0,0,0
338.74,262.45,0.0,0,0
338.74,261.45,0.0,0,0
338.74,260.45,0.0,0,0
338.74,258.45,0.0,0,0
338.74,257.45,0.0,0,0
338.75,256.45,0.0,0,0
338.75,255.45,0.0,0,0
338.75,254.45,0.0,0,0
338.75,253.45,0.0,0,0
338.75,252.45,0.0,0,0
338.75,251.45,0.0,0,0
338.75,250.45,0.0,0,0
338.75,249.45,0.0,0,0
338.75,248.45,0.0,0,0
338.75,247.45,0.0,0,0
338.75,246.45,0.0,0,0
338.75,245.45,0.0,0,0
338.75,244.45,0.0,0,0
338.75,243.45,0.0,0,0
338.75,242.45,0.0,0,0
338.75,241.45,0.0,0,0
338.75,240.45,0.0,0,0
338.76,239.45,0.0,0,0
338.76,238.45,0.0,0,0
338.76,237.45,0.0,0,0
338.76,236.45,0.0,0,0
338.76,235.45,0.0,0,0
338.76,234.45,0.0,0,0
338.76,233.45,0.0,0,0
338.76,232.45,0.0,0,0
338.76,231.45,0.0,0,0
338.76,230.45,0.0,0,0
338.76,229.45,0.0,0,0
338.76,228.45,0.0,0,0
338.76,227.45,0.0,0,0
338.76,226.45,0.0,0,0
338.76,225.45,0.0,0,0
338.76,224.45,0.0,0,0
338.76,223.45,0.0,0,0
338.77,222.45,0.0,0,0
338.77,221.45,0.0,0,0
338.77,220.45,0.0,0,0
338.77,219.45,0.0,0,0
338.77,218.45,0.0,0,0
338.77,217.45,0.0,0,0
338.77,216.45,0.0,0,0
338.77,215.45,0.0,0,0
338.77,214.45,0.0,0,0
338.77,213.45,0.0,0,0
338.77,212.45,0.0,0,0
338.77,211.45,0.0,0,0
338.77,210.45,0.0,0,0
338.77,209.16,0.0,0,0
338.77,209.16,0.0,0,0
338.77,208.16,0.0,0,0
338.77,207.16,0.0,0,0
338.78,206.16,0.0,0,0
338.78,205.16,0.0,0,0
338.78,204.16,0.0,0,0
338.78,203.16,0.0,0,0
338.78,202.16,0.0,0,0
338.78,201.16,0.0,0,0
338.78,200.16,0.0,0,0
338.78,199.16,0.0,0,0
338.78,198.16,0.0,0,0
338.78,197.16,0.0,0,0
338.78,196.16,0.0,0,0
338.78,195.16,0.0,0,0
338.78,194.16,0.0,0,0
338.78,193.16,0.0,0,0
338.78,192.16,0.0,0,0
338.78,191.16,0.0,0,0
338.79,190.16,0.0,0,0
338.79,189.16,0.0,0,0
338.79,188.16,0.0,0,0
338.79,187.16,0.0,0,0
338.79,185.65,0.0,0,0
338.79,185.65,0.0,0,0
338.79,184.65,0.0,0,0
338.79,183.65,0.0,0,0
338.79,182.65,0.0,0,0
338.79,181.65,0.0,0,0
338.79,180.65,0.0,0,0
338.79,179.65,0.0,0,0
338.79,178.65,0.0,0,0
338.79,177.65,0.0,0,0
338.660309,176.125055,0.0,1,0
338.632754,175.054469,0.0,0,0
338.600303,173.980965,0.0,0,0
338.57166,172.906076,0.0,0,0
338.526921,171.831243,0.0,0,0
338.474551,170.758754,0.0,0,0
338.413229,169.691276,0.0,0,0
338.34131,168.63214,0.0,0,0
338.256755,167.585602,0.0,0,0
338.15709,166.557306,0.0,0,0
338.039554,165.555049,0.0,0,0
337.901797,164.589983,0.0,0,0
337.743997,163.678026,0.0,0,0
337.573974,162.839964,0.0,0,0
337.415934,162.095026,0.0,0,0
337.310571,160.826467,0.0,0,0
337.401473,160.178932,0.0,0,0
337.554467,159.444567,0.0,0,0
337.723297,158.616513,0.0,0,0
337.890436,157.711534,0.0,0,0
338.029606,156.753042,0.0,0,0
338.148797,155.75586,0.0,0,0
338.250126,154.731425,0.0,0,0
338.336275,153.687744,0.0,0,0
338.409695,152.630609,0.0,0,0
338.472427,151.564389,0.0,0,0
338.526113,150.492509,0.0,0,0
338.572081,149.417722,0.0,0,0
338.611408,148.342268,0.0,0,0
338.644987,147.26796,0.0,0,0
338.673575,146.196244,0.0,0,0
338.81,143.67,0.0,0,0
338.81,143.67,0.0,0,0
338.81,142.67,0.0,0,0
338.81,141.67,0.0,0,0
338.81,140.67,0.0,0,0
338.82,139.67,0.0,0,0
338.82,138.67,0.0,0,0
338.82,137.67,0.0,0,0
338.82,136.67,0.0,0,0
338.82,135.67,0.0,0,0
338.82,134.67,0.0,0,0
338.82,133.67,0.0,0,0
338.82,132.67,0.0,0,0
338.82,131.67,0.0,0,0
338.82,130.67,0.0,0,0
338.82,129.67,0.0,0,0
338.82,128.67,0.0,0,0
338.82,127.67,0.0,0,0
338.82,126.67,0.0,0,0
338.82,125.67,0.0,0,0
338.82,124.67,0.0,0,0
338.83,123.67,0.0,0,0
338.83,122.67,0.0,0,0
338.83,121.67,0.0,0,0
338.83,120.58,0.0,0,0
338.83,120.58,0.0,0,0
338.83,119.58,0.0,0,0
338.83,118.58,0.0,0,0
338.83,117.58,0.0,0,0
338.83,116.58,0.0,0,0
338.83,115.58,0.0,0,0
338.83,114.58,0.0,0,0
338.83,113.58,0.0,0,0
338.83,112.58,0.0,0,0
338.83,111.58,0.0,0,0
338.83,110.58,0.0,0,0
338.83,109.58,0.0,0,0
338.83,108.58,0.0,0,0
338.83,107.58,0.0,0,0
338.84,106.58,0.0,0,0
338.84,105.58,0.0,0,0
338.84,104.58,0.0,0,0
338.84,103.58,0.0,0,0
338.84,102.58,0.0,0,0
338.84,101.58,0.0,0,0
338.84,100.58,0.0,0,0
338.84,99.58,0.0,0,0
338.84,98.58,0.0,0,0
338.84,97.58,0.0,0,0
338.84,96.58,0.0,0,0
338.84,95.58,0.0,0,0
338.84,94.58,0.0,0,0
338.84,93.58,0.0,0,0
338.84,92.58,0.0,0,0
338.84,91.58,0.0,0,0
338.85,90.58,0.0,0,0
338.85,89.58,0.0,0,0
